total_exposure_inr,total_exposure_crore,trips_movements,unique_routes,unique_carriers,unique_vehicles,geocoding_coverage_pct,distance_coverage_pct,route_top10_exposure_pct,vehicle_top10_exposure_pct,vehicle_top1_exposure_pct,carrier_top10_exposure_pct
1186234626.0,118.62,134,41,13,115,92.54,92.54,70.59,22.92,5.22,97.93
